mathcomp_module,mathcomp_cluster,mathlib_module,mathlib_category,base_score,propagation_bonus,final_score,anchor_round,confidence_tier,rank,original_rank,reranked_score,hier_bonus
eqtype,boot,Mathlib.Order.TypeTags,Order,0.271,0.0,0.271,-1,,2,2,0.2854,0.0135
eqtype,boot,Mathlib.Data.Int.ModEq,Data,0.2649,0.0,0.2649,-1,,3,3,0.2797,0.0132
eqtype,boot,Mathlib.Data.Nat.ModEq,Data,0.2646,0.0,0.2646,-1,,4,4,0.2792,0.0132
eqtype,boot,Mathlib.Data.Int.Range,Data,0.231,0.0,0.231,-1,,5,10,0.2557,0.0123
eqtype,boot,Mathlib.Logic.Embedding.Set,Logic,0.2362,0.0,0.2362,-1,,6,6,0.2507,0.0
eqtype,boot,Mathlib.Order.Filter.AtTopBot.ModEq,Order,0.2482,0.0,0.2482,-1,,7,5,0.2505,0.0
eqtype,boot,Mathlib.Logic.Encodable.Basic,Logic,0.2354,0.0,0.2354,-1,,8,7,0.2496,0.0
eqtype,boot,Mathlib.Data.Fintype.Defs,Data,0.2325,0.0,0.2325,-1,,9,8,0.2455,0.0
eqtype,boot,Mathlib.Data.Finset.BooleanAlgebra,Data,0.2316,0.0,0.2316,-1,,10,9,0.2442,0.0
seq,boot,Mathlib.Data.Seq.Seq,Data,0.3828,0.0,0.3828,0,HIGH-UNCERTAIN,1,1,0.5651,0.0191
seq,boot,Mathlib.Data.Seq.Defs,Data,0.3752,0.0,0.3752,-1,,2,2,0.561,0.0188
seq,boot,Mathlib.Data.WSeq.Productive,Data,0.3528,0.0,0.3528,-1,,3,4,0.5332,0.0176
seq,boot,Mathlib.Data.Seq.Parallel,Data,0.3425,0.0,0.3425,-1,,4,8,0.5152,0.0187
seq,boot,Mathlib.Data.WSeq.Basic,Data,0.3516,0.0,0.3516,-1,,5,5,0.5139,0.0
seq,boot,Mathlib.Data.List.Pi,Data,0.3678,0.0,0.3678,-1,,6,3,0.4878,0.0184
seq,boot,Mathlib.Data.List.Palindrome,Data,0.3488,0.0,0.3488,-1,,7,6,0.4428,0.0
seq,boot,Mathlib.Data.List.Triplewise,Data,0.3428,0.0,0.3428,-1,,8,7,0.4344,0.0
seq,boot,Mathlib.Data.List.Lookmap,Data,0.34,0.0,0.34,-1,,9,9,0.4305,0.0
seq,boot,Mathlib.Data.List.Induction,Data,0.3399,0.0,0.3399,-1,,10,10,0.4304,0.0
bigop,boot,Mathlib.Data.Finset.Sum,Data,0.3729,0.0,0.3729,0,HIGH-UNCERTAIN,1,1,0.4921,0.0186
bigop,boot,Mathlib.Data.Finset.Prod,Data,0.3716,0.0,0.3716,-1,,2,2,0.4417,0.0186
bigop,boot,Mathlib.Data.Finset.Lattice.Prod,Data,0.346,0.0,0.346,-1,,3,3,0.4113,0.0173
bigop,boot,Mathlib.Data.Finset.NoncommProd,Data,0.331,0.0,0.331,-1,,4,4,0.3955,0.0173
bigop,boot,Mathlib.Data.Finset.PiInduction,Data,0.292,0.0,0.292,-1,,5,9,0.3678,0.0173
bigop,boot,Mathlib.Data.Finset.Range,Data,0.2927,0.0,0.2927,-1,,6,6,0.3653,0.0173
bigop,boot,Mathlib.Data.Finset.Finsupp,Data,0.2927,0.0,0.2927,-1,,7,7,0.3653,0.0173
bigop,boot,Mathlib.Data.Finset.Filter,Data,0.2924,0.0,0.2924,-1,,8,8,0.3649,0.0173
bigop,boot,Mathlib.Data.Finset.Density,Data,0.2907,0.0,0.2907,-1,,9,10,0.3625,0.0173
bigop,boot,Mathlib.Data.Prod.TProd,Data,0.2971,0.0,0.2971,-1,,10,5,0.3085,0.0
generic_quotient,boot,Mathlib.Order.Quotient,Order,0.3209,0.0,0.3209,-1,,1,2,0.5003,0.016
generic_quotient,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.3364,0.0,0.3364,1,MEDIUM,2,1,0.4953,0.0168
generic_quotient,boot,Mathlib.Data.Fintype.Quotient,Data,0.2994,0.0,0.2994,-1,,3,3,0.4677,0.015
generic_quotient,boot,Mathlib.Data.ZMod.QuotientRing,Data,0.2705,0.0,0.2705,-1,,4,6,0.4282,0.0151
generic_quotient,boot,Mathlib.Data.TypeVec,Data,0.2775,0.0,0.2775,-1,,5,4,0.2949,0.0139
generic_quotient,boot,Mathlib.Order.TypeTags,Order,0.2733,0.0,0.2733,-1,,6,5,0.2751,0.0
generic_quotient,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2611,0.0,0.2611,-1,,7,7,0.2611,0.0
generic_quotient,boot,Mathlib.Data.Fintype.Order,Data,0.2033,0.0508,0.2542,-1,,8,9,0.2555,0.0
generic_quotient,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.255,0.0,0.255,-1,,9,8,0.255,0.0
generic_quotient,boot,Mathlib.Data.Fintype.Inv,Data,0.2024,0.0506,0.2529,-1,,10,10,0.2538,0.0
tuple,boot,Mathlib.Data.Fin.Tuple.Take,Data,0.3527,0.0,0.3527,0,HIGH-UNCERTAIN,1,1,0.6695,0.0172
tuple,boot,Mathlib.Data.Fin.Tuple.Basic,Data,0.3371,0.0,0.3371,-1,,2,2,0.6477,0.0172
tuple,boot,Mathlib.Order.Fin.Tuple,Order,0.327,0.0,0.327,-1,,3,4,0.6342,0.0164
tuple,boot,Mathlib.Data.Fin.Tuple.Finset,Data,0.3274,0.0,0.3274,-1,,4,3,0.6341,0.0172
tuple,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.327,0.0,0.327,-1,,5,5,0.6335,0.0172
tuple,boot,Mathlib.Data.Fin.Tuple.Sort,Data,0.321,0.0,0.321,-1,,6,6,0.6251,0.0172
tuple,boot,Mathlib.Data.Fin.Tuple.NatAntidiagonal,Data,0.3155,0.0,0.3155,-1,,7,7,0.6177,0.0172
tuple,boot,Mathlib.Data.Fin.Tuple.Embedding,Data,0.3074,0.0,0.3074,-1,,8,8,0.6061,0.0172
tuple,boot,Mathlib.Data.Fin.Tuple.Curry,Data,0.3056,0.0,0.3056,-1,,9,9,0.6036,0.0172
tuple,boot,Mathlib.Data.Fin.Tuple.BubbleSortInduction,Data,0.294,0.0,0.294,-1,,10,10,0.5882,0.0172
ssrnotations,boot,Mathlib.Order.Notation,Order,0.3919,0.0,0.3919,0,HIGH-UNCERTAIN,1,1,0.4149,0.0196
ssrnotations,boot,Mathlib.Data.Int.Notation,Data,0.3531,0.0,0.3531,-1,,2,2,0.377,0.0177
ssrnotations,boot,Mathlib.Data.Nat.Notation,Data,0.351,0.0,0.351,-1,,3,3,0.374,0.0176
ssrnotations,boot,Mathlib.Data.Set.Notation,Data,0.3455,0.0,0.3455,-1,,4,4,0.366,0.0173
ssrnotations,boot,Mathlib.Data.Finsupp.Notation,Data,0.3375,0.0,0.3375,-1,,5,5,0.3544,0.0169
ssrnotations,boot,Mathlib.Data.PNat.Notation,Data,0.3238,0.0,0.3238,-1,,6,6,0.3293,0.0
ssrnotations,boot,Mathlib.Order.SetNotation,Order,0.3109,0.0,0.3109,-1,,7,7,0.3113,0.0
ssrnotations,boot,Mathlib.Data.DFinsupp.Notation,Data,0.31,0.0,0.31,-1,,8,8,0.31,0.0
ssrnotations,boot,Mathlib.Data.Fin.VecNotation,Data,0.2917,0.0,0.2917,-1,,9,9,0.2917,0.0
ssrnotations,boot,Mathlib.Data.Int.AbsoluteValue,Data,0.2544,0.0,0.2544,-1,,10,10,0.2761,0.0
choice,boot,Mathlib.Data.TypeVec,Data,0.3215,0.0,0.3215,1,MEDIUM,1,1,0.3422,0.0161
choice,boot,Mathlib.Order.ZornAtoms,Order,0.2471,0.0,0.2471,-1,,2,3,0.3397,0.0124
choice,boot,Mathlib.Order.Zorn,Order,0.2416,0.0,0.2416,-1,,3,5,0.3363,0.0121
choice,boot,Mathlib.Order.TypeTags,Order,0.31,0.0,0.31,-1,,4,2,0.3255,0.0155
choice,boot,Mathlib.Logic.Nonempty,Logic,0.2455,0.0,0.2455,-1,,5,4,0.276,0.0123
choice,boot,Mathlib.Data.Countable.Small,Data,0.2307,0.0,0.2307,-1,,6,6,0.243,0.0
choice,boot,Mathlib.Data.Erased,Data,0.2251,0.0,0.2251,-1,,7,7,0.2352,0.0
choice,boot,Mathlib.Data.Countable.Defs,Data,0.2212,0.0,0.2212,-1,,8,8,0.2297,0.0
choice,boot,Mathlib.Data.Set.Enumerate,Data,0.2204,0.0,0.2204,-1,,9,9,0.2286,0.0
choice,boot,Mathlib.Data.Fintype.Quotient,Data,0.2201,0.0,0.2201,-1,,10,10,0.2281,0.0
ssreflect,boot,Mathlib.Data.Matrix.Reflection,Data,0.3142,0.0,0.3142,2,MEDIUM,1,1,0.3316,0.0157
ssreflect,boot,Mathlib.Data.Fin.Tuple.Reflection,Data,0.2969,0.0,0.2969,-1,,2,2,0.3126,0.0136
ssreflect,boot,Mathlib.Data.QPF.Univariate.Basic,Data,0.2444,0.0,0.2444,-1,,3,3,0.2744,0.0122
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Constructions.Cofix,Data,0.2332,0.0,0.2332,-1,,4,4,0.2465,0.0
ssreflect,boot,Mathlib.Data.PFunctor.Univariate.M,Data,0.2248,0.0,0.2248,-1,,5,5,0.2347,0.0
ssreflect,boot,Mathlib.Data.QPF.Multivariate.Constructions.Fix,Data,0.2215,0.0,0.2215,-1,,6,6,0.2301,0.0
ssreflect,boot,Mathlib.Data.Ordmap.Ordset,Data,0.2189,0.0,0.2189,-1,,7,7,0.2265,0.0
ssreflect,boot,Mathlib.Data.List.InsertIdx,Data,0.2162,0.0,0.2162,-1,,8,8,0.2227,0.0
ssreflect,boot,Mathlib.Logic.Basic,Logic,0.2147,0.0,0.2147,-1,,9,9,0.2206,0.0
ssreflect,boot,Mathlib.Order.Zorn,Order,0.2139,0.0,0.2139,-1,,10,10,0.2194,0.0
fintype,boot,Mathlib.Data.Fintype.Card,Data,0.3678,0.0,0.3678,0,HIGH-UNCERTAIN,1,1,0.5227,0.0184
fintype,boot,Mathlib.Data.Fintype.Sets,Data,0.3502,0.0,0.3502,-1,,2,2,0.4975,0.0179
fintype,boot,Mathlib.Data.Fintype.Pigeonhole,Data,0.3491,0.0,0.3491,-1,,3,4,0.496,0.0179
fintype,boot,Mathlib.Data.Fintype.Quotient,Data,0.3469,0.0,0.3469,-1,,4,5,0.4929,0.0179
fintype,boot,Mathlib.Data.Fintype.Vector,Data,0.3446,0.0,0.3446,-1,,5,7,0.4897,0.0179
fintype,boot,Mathlib.Data.Fintype.Option,Data,0.3444,0.0,0.3444,-1,,6,8,0.4894,0.0179
fintype,boot,Mathlib.Data.Fintype.Shrink,Data,0.3442,0.0,0.3442,-1,,7,9,0.4892,0.0179
fintype,boot,Mathlib.Data.Fintype.Defs,Data,0.3438,0.0,0.3438,-1,,8,10,0.4886,0.0179
fintype,boot,Mathlib.Data.Finite.Defs,Data,0.3499,0.0,0.3499,-1,,9,3,0.4467,0.0175
fintype,boot,Mathlib.Data.Finite.Card,Data,0.3465,0.0,0.3465,-1,,10,6,0.4244,0.0
fingraph,boot,Mathlib.Order.Preorder.Finite,Order,0.3215,0.0,0.3215,1,MEDIUM,1,1,0.4055,0.0161
fingraph,boot,Mathlib.Data.Finite.Vector,Data,0.3214,0.0,0.3214,-1,,2,2,0.4054,0.0161
fingraph,boot,Mathlib.Data.Finite.Defs,Data,0.321,0.0,0.321,-1,,3,3,0.4048,0.016
fingraph,boot,Mathlib.Order.Atoms.Finite,Order,0.3199,0.0,0.3199,-1,,4,4,0.4032,0.016
fingraph,boot,Mathlib.Data.Finite.Prod,Data,0.3185,0.0,0.3185,-1,,5,5,0.4013,0.016
fingraph,boot,Mathlib.Data.Finite.Set,Data,0.3182,0.0,0.3182,-1,,6,6,0.4008,0.016
fingraph,boot,Mathlib.Data.Finite.Perm,Data,0.317,0.0,0.317,-1,,7,8,0.3991,0.016
fingraph,boot,Mathlib.Data.Finite.Sum,Data,0.3153,0.0,0.3153,-1,,8,9,0.3968,0.016
fingraph,boot,Mathlib.Data.Finite.Sigma,Data,0.315,0.0,0.315,-1,,9,10,0.3964,0.016
fingraph,boot,Mathlib.Order.Filter.Finite,Order,0.3179,0.0,0.3179,-1,,10,7,0.3844,0.0
prime,boot,Mathlib.Data.List.Prime,Data,0.4119,0.0,0.4119,0,HIGH,1,1,0.7389,0.0206
prime,boot,Mathlib.Data.Nat.Prime.Basic,Data,0.3909,0.0,0.3909,-1,,2,2,0.7124,0.0192
prime,boot,Mathlib.Data.Nat.Prime.Defs,Data,0.3799,0.0,0.3799,-1,,3,3,0.697,0.0192
prime,boot,Mathlib.Data.Nat.PrimeFin,Data,0.3732,0.0,0.3732,-1,,4,4,0.691,0.0192
prime,boot,Mathlib.Data.Nat.Prime.Factorial,Data,0.3722,0.0,0.3722,-1,,5,5,0.6863,0.0192
prime,boot,Mathlib.Data.Nat.Prime.Int,Data,0.3698,0.0,0.3698,-1,,6,6,0.6829,0.0192
prime,boot,Mathlib.Order.PrimeIdeal,Order,0.3671,0.0,0.3671,-1,,7,7,0.6783,0.0184
prime,boot,Mathlib.Data.Nat.Prime.Pow,Data,0.3593,0.0,0.3593,-1,,8,10,0.6682,0.0192
prime,boot,Mathlib.Data.Num.Prime,Data,0.3608,0.0,0.3608,-1,,9,8,0.6648,0.018
prime,boot,Mathlib.Data.PNat.Prime,Data,0.3598,0.0,0.3598,-1,,10,9,0.6497,0.0
monoid,boot,Mathlib.Data.Multiset.OrderedMonoid,Data,0.308,0.0,0.308,2,MEDIUM,1,1,0.5959,0.0154
monoid,boot,Mathlib.Order.Filter.Germ.OrderedMonoid,Order,0.2947,0.0,0.2947,-1,,2,3,0.5786,0.0141
monoid,boot,Mathlib.Order.Filter.AtTopBot.Monoid,Order,0.2779,0.0,0.2779,-1,,3,6,0.543,0.0
monoid,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2955,0.0,0.2955,-1,,4,2,0.3118,0.0148
monoid,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.2812,0.0,0.2812,-1,,5,4,0.2963,0.0141
monoid,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.2808,0.0,0.2808,-1,,6,5,0.2957,0.014
monoid,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2712,0.0,0.2712,-1,,7,7,0.2722,0.0
monoid,boot,Mathlib.Data.Rat.Defs,Data,0.2242,0.0,0.2242,-1,,8,8,0.2339,0.0
monoid,boot,Mathlib.Data.Nat.Cast.Defs,Data,0.2116,0.0,0.2116,-1,,9,9,0.2162,0.0
monoid,boot,Mathlib.Data.Matrix.Diagonal,Data,0.2104,0.0,0.2104,-1,,10,10,0.2145,0.0
nmodule,boot,Mathlib.Data.DFinsupp.Module,Data,0.2795,0.0,0.2795,3,MEDIUM-LOW,1,1,0.2939,0.014
nmodule,boot,Mathlib.Order.CompleteLattice.Group,Order,0.2732,0.0,0.2732,-1,,2,2,0.2887,0.0137
nmodule,boot,Mathlib.Order.ConditionallyCompleteLattice.Group,Order,0.2642,0.0,0.2642,-1,,3,3,0.2786,0.0132
nmodule,boot,Mathlib.Data.ZMod.QuotientGroup,Data,0.2637,0.0,0.2637,-1,,4,4,0.2779,0.0132
nmodule,boot,Mathlib.Order.Filter.AtTopBot.Group,Order,0.2579,0.0,0.2579,-1,,5,5,0.2591,0.0
nmodule,boot,Mathlib.Data.Int.Cast.Defs,Data,0.2166,0.0,0.2166,-1,,6,6,0.2232,0.0
nmodule,boot,Mathlib.Data.Int.Cast.Basic,Data,0.2105,0.0,0.2105,-1,,7,7,0.2147,0.0
nmodule,boot,Mathlib.Order.DirectedInverseSystem,Order,0.2104,0.0,0.2104,-1,,8,8,0.2146,0.0
nmodule,boot,Mathlib.Data.SetLike.Fintype,Data,0.2102,0.0,0.2102,-1,,9,9,0.2143,0.0
nmodule,boot,Mathlib.Logic.Equiv.Pairwise,Logic,0.2098,0.0,0.2098,-1,,10,10,0.2137,0.0
ssrAC,boot,Mathlib.Order.MinMax,Order,0.2294,0.0,0.2294,-1,,1,2,0.2526,0.0115
ssrAC,boot,Mathlib.Data.Fintype.Inv,Data,0.2,0.05,0.25,4,MEDIUM-LOW,2,1,0.25,0.0
ssrAC,boot,Mathlib.Data.Finset.Fold,Data,0.2261,0.0,0.2261,-1,,3,3,0.2478,0.0113
ssrAC,boot,Mathlib.Order.SymmDiff,Order,0.2246,0.0,0.2246,-1,,4,4,0.2456,0.0112
ssrAC,boot,Mathlib.Data.Multiset.Fold,Data,0.2219,0.0,0.2219,-1,,5,5,0.2418,0.0111
ssrAC,boot,Mathlib.Data.Multiset.DershowitzManna,Data,0.22,0.0,0.22,-1,,6,6,0.239,0.011
ssrAC,boot,Mathlib.Order.Lattice,Order,0.2151,0.0,0.2151,-1,,7,7,0.2212,0.0
ssrAC,boot,Mathlib.Logic.OpClass,Logic,0.2149,0.0,0.2149,-1,,8,8,0.2209,0.0
ssrAC,boot,Mathlib.Data.List.InsertNth,Data,0.2144,0.0,0.2144,-1,,9,9,0.2202,0.0
ssrAC,boot,Mathlib.Data.Finite.Defs,Data,0.2133,0.0,0.2133,-1,,10,10,0.2186,0.0
finfun,boot,Mathlib.Data.Finite.Prod,Data,0.3208,0.0,0.3208,1,MEDIUM,1,1,0.4118,0.016
finfun,boot,Mathlib.Data.Finite.Card,Data,0.3158,0.0,0.3158,-1,,2,2,0.4046,0.0158
finfun,boot,Mathlib.Data.Finite.Defs,Data,0.31,0.0,0.31,-1,,3,5,0.3965,0.0158
finfun,boot,Mathlib.Data.Set.Finite.Monad,Data,0.3137,0.0,0.3137,-1,,4,3,0.3892,0.0
finfun,boot,Mathlib.Data.Finite.Perm,Data,0.3043,0.0,0.3043,-1,,5,8,0.3885,0.0158
finfun,boot,Mathlib.Data.Finite.Vector,Data,0.3039,0.0,0.3039,-1,,6,9,0.388,0.0158
finfun,boot,Mathlib.Data.Set.Finite.Range,Data,0.3075,0.0,0.3075,-1,,7,6,0.3805,0.0
finfun,boot,Mathlib.Data.Set.Finite.Basic,Data,0.3064,0.0,0.3064,-1,,8,7,0.379,0.0
finfun,boot,Mathlib.Order.Preorder.Finite,Order,0.3033,0.0,0.3033,-1,,9,10,0.3713,0.0
finfun,boot,Mathlib.Data.FunLike.Fintype,Data,0.3129,0.0,0.3129,-1,,10,4,0.3462,0.0156
ssrbool,boot,Mathlib.Data.Bool.Basic,Data,0.3796,0.0,0.3796,0,HIGH-UNCERTAIN,1,1,0.4971,0.019
ssrbool,boot,Mathlib.Data.Bool.AllAny,Data,0.3662,0.0,0.3662,-1,,2,2,0.4839,0.0187
ssrbool,boot,Mathlib.Data.Finset.BooleanAlgebra,Data,0.3639,0.0,0.3639,-1,,3,3,0.4802,0.0182
ssrbool,boot,Mathlib.Data.Bool.Set,Data,0.3549,0.0,0.3549,-1,,4,4,0.4623,0.0187
ssrbool,boot,Mathlib.Data.Bool.Count,Data,0.3497,0.0,0.3497,-1,,5,6,0.455,0.0187
ssrbool,boot,Mathlib.Data.Set.BoolIndicator,Data,0.3496,0.0,0.3496,-1,,6,7,0.4419,0.0
ssrbool,boot,Mathlib.Logic.Equiv.Bool,Logic,0.3525,0.0,0.3525,-1,,7,5,0.4402,0.0
ssrbool,boot,Mathlib.Order.BooleanAlgebra.Defs,Order,0.3483,0.0,0.3483,-1,,8,8,0.4401,0.0
ssrbool,boot,Mathlib.Order.BooleanGenerators,Order,0.3304,0.0,0.3304,-1,,9,9,0.4125,0.0
ssrbool,boot,Mathlib.Order.BooleanAlgebra.Basic,Order,0.3251,0.0,0.3251,-1,,10,10,0.4076,0.0
ssrfun,boot,Mathlib.Logic.Function.Coequalizer,Logic,0.3339,0.0,0.3339,1,MEDIUM,1,1,0.4387,0.0167
ssrfun,boot,Mathlib.Logic.Function.Iterate,Logic,0.3309,0.0,0.3309,-1,,2,2,0.4343,0.0165
ssrfun,boot,Mathlib.Logic.Function.Defs,Logic,0.3284,0.0,0.3284,-1,,3,3,0.4307,0.0164
ssrfun,boot,Mathlib.Logic.Function.Conjugate,Logic,0.3266,0.0,0.3266,-1,,4,4,0.4282,0.0164
ssrfun,boot,Mathlib.Logic.Function.ULift,Logic,0.3218,0.0,0.3218,-1,,5,6,0.4261,0.0164
ssrfun,boot,Mathlib.Logic.Function.Basic,Logic,0.3209,0.0,0.3209,-1,,6,7,0.4202,0.0164
ssrfun,boot,Mathlib.Logic.Function.FromTypes,Logic,0.3129,0.0,0.3129,-1,,7,9,0.417,0.0164
ssrfun,boot,Mathlib.Logic.Function.OfArity,Logic,0.3085,0.0,0.3085,-1,,8,10,0.4108,0.0164
ssrfun,boot,Mathlib.Data.Set.Function,Data,0.3164,0.0,0.3164,-1,,9,8,0.3975,0.0
ssrfun,boot,Mathlib.Data.PFun,Data,0.3255,0.0,0.3255,-1,,10,5,0.3317,0.0
all_boot,boot,Mathlib.Data.Bool.AllAny,Data,0.2917,0.0,0.2917,2,MEDIUM,1,1,0.4446,0.0146
all_boot,boot,Mathlib.Order.UpperLower.Basic,Order,0.2,0.0,0.2,-1,,2,2,0.21,0.01
all_boot,boot,Mathlib.Order.UpperLower.Relative,Order,0.2,0.0,0.2,-1,,3,9,0.21,0.01
all_boot,boot,Mathlib.Order.UpperLower.Prod,Order,0.2,0.0,0.2,-1,,4,10,0.21,0.01
all_boot,boot,Mathlib.Order.Zorn,Order,0.2,0.0,0.2,-1,,5,3,0.2,0.0
all_boot,boot,Mathlib.Order.WithBotTop,Order,0.2,0.0,0.2,-1,,6,4,0.2,0.0
all_boot,boot,Mathlib.Order.WithBot,Order,0.2,0.0,0.2,-1,,7,5,0.2,0.0
all_boot,boot,Mathlib.Order.WellQuasiOrder,Order,0.2,0.0,0.2,-1,,8,6,0.2,0.0
all_boot,boot,Mathlib.Order.WellFoundedSet,Order,0.2,0.0,0.2,-1,,9,7,0.2,0.0
all_boot,boot,Mathlib.Order.WellFounded,Order,0.2,0.0,0.2,-1,,10,8,0.2,0.0
finset,boot,Mathlib.Data.Finite.Set,Data,0.5081,0.0,0.5081,0,HIGH,1,1,0.7117,0.0254
finset,boot,Mathlib.Data.Set.Finite.Basic,Data,0.4603,0.0,0.4603,-1,,2,2,0.6563,0.0228
finset,boot,Mathlib.Data.Set.Finite.Lattice,Data,0.4575,0.0,0.4575,-1,,3,3,0.6523,0.0228
finset,boot,Mathlib.Data.Set.Finite.Range,Data,0.4555,0.0,0.4555,-1,,4,4,0.6495,0.0228
finset,boot,Mathlib.Data.Set.Finite.Monad,Data,0.4482,0.0,0.4482,-1,,5,5,0.6393,0.0228
finset,boot,Mathlib.Data.Set.Finite.Powerset,Data,0.4417,0.0,0.4417,-1,,6,6,0.6302,0.0228
finset,boot,Mathlib.Data.Set.Finite.List,Data,0.4376,0.0,0.4376,-1,,7,7,0.6245,0.0228
finset,boot,Mathlib.Data.Set.Finite.Lemmas,Data,0.4373,0.0,0.4373,-1,,8,8,0.624,0.0228
finset,boot,Mathlib.Data.Set.FiniteExhaustion,Data,0.3994,0.0,0.3994,-1,,9,9,0.5803,0.0228
finset,boot,Mathlib.Data.Set.Notation,Data,0.3482,0.0,0.3482,-1,,10,10,0.4631,0.0212
binomial,boot,Mathlib.Data.Nat.Choose.Bounds,Data,0.2799,0.0,0.2799,3,MEDIUM-LOW,1,1,0.3255,0.0137
binomial,boot,Mathlib.Data.Nat.Choose.Central,Data,0.273,0.0,0.273,-1,,2,2,0.3159,0.0137
binomial,boot,Mathlib.Data.Nat.Choose.Sum,Data,0.272,0.0,0.272,-1,,3,3,0.3145,0.0137
binomial,boot,Mathlib.Data.Nat.Choose.Basic,Data,0.2703,0.0,0.2703,-1,,4,4,0.3121,0.0137
binomial,boot,Mathlib.Data.Nat.Choose.Factorization,Data,0.2685,0.0,0.2685,-1,,5,5,0.3096,0.0137
binomial,boot,Mathlib.Data.Nat.Choose.Lucas,Data,0.267,0.0,0.267,-1,,6,6,0.3075,0.0137
binomial,boot,Mathlib.Data.Nat.Choose.Cast,Data,0.2665,0.0,0.2665,-1,,7,7,0.3068,0.0137
binomial,boot,Mathlib.Data.Nat.Choose.Dvd,Data,0.252,0.0,0.252,-1,,8,10,0.2865,0.0137
binomial,boot,Mathlib.Data.Fintype.EquivFin,Data,0.2046,0.0512,0.2558,-1,,9,8,0.2577,0.0
binomial,boot,Mathlib.Order.CompactlyGenerated.Basic,Order,0.2038,0.0509,0.2547,-1,,10,9,0.2562,0.0
ssrmatching,boot,Mathlib.Data.Analysis.Filter,Data,0.2,0.0,0.2,-1,LOW,1,1,0.21,0.01
ssrmatching,boot,Mathlib.Data.Analysis.Topology,Data,0.2,0.0,0.2,-1,,2,2,0.21,0.01
ssrmatching,boot,Mathlib.Data.Array.Defs,Data,0.2,0.0,0.2,-1,,3,3,0.21,0.01
ssrmatching,boot,Mathlib.Data.Array.Extract,Data,0.2,0.0,0.2,-1,,4,4,0.21,0.01
ssrmatching,boot,Mathlib.Data.BitVec,Data,0.2,0.0,0.2,-1,,5,5,0.2,0.0
ssrmatching,boot,Mathlib.Data.Bool.AllAny,Data,0.2,0.0,0.2,-1,,6,6,0.2,0.0
ssrmatching,boot,Mathlib.Data.Bool.Basic,Data,0.2,0.0,0.2,-1,,7,7,0.2,0.0
ssrmatching,boot,Mathlib.Data.Bool.Count,Data,0.2,0.0,0.2,-1,,8,8,0.2,0.0
ssrmatching,boot,Mathlib.Data.Bool.Set,Data,0.2,0.0,0.2,-1,,9,9,0.2,0.0
ssrmatching,boot,Mathlib.Data.Bracket,Data,0.2,0.0,0.2,-1,,10,10,0.2,0.0
div,boot,Mathlib.Data.Nat.Digits.Div,Data,0.4538,0.0,0.4538,0,HIGH,1,1,0.6414,0.0211
div,boot,Mathlib.Data.Nat.MaxPowDiv,Data,0.3618,0.0,0.3618,-1,,2,2,0.5267,0.0202
div,boot,Mathlib.Data.Int.DivMod,Data,0.334,0.0,0.334,-1,,3,6,0.4965,0.0
div,boot,Mathlib.Data.Nat.ChineseRemainder,Data,0.3567,0.0,0.3567,-1,,4,3,0.4121,0.0202
div,boot,Mathlib.Data.Nat.GCD.Basic,Data,0.3395,0.0,0.3395,-1,,5,4,0.3841,0.0202
div,boot,Mathlib.Data.PNat.Prime,Data,0.3373,0.0,0.3373,-1,,6,5,0.3777,0.0169
div,boot,Mathlib.Data.Nat.ModEq,Data,0.3291,0.0,0.3291,-1,,7,7,0.3734,0.0202
div,boot,Mathlib.Order.Nat,Order,0.3199,0.0,0.3199,-1,,8,8,0.3238,0.0
div,boot,Mathlib.Data.PNat.Xgcd,Data,0.3094,0.0,0.3094,-1,,9,9,0.3217,0.0
div,boot,Mathlib.Data.PNat.Defs,Data,0.3086,0.0,0.3086,-1,,10,10,0.3206,0.0
ssrnat,boot,Mathlib.Data.Nat.PSub,Data,0.337,0.0,0.337,-1,,1,2,0.4289,0.0169
ssrnat,boot,Mathlib.Order.Nat,Order,0.3399,0.0,0.3399,1,MEDIUM,2,1,0.4238,0.017
ssrnat,boot,Mathlib.Data.Nat.Notation,Data,0.3334,0.0,0.3334,-1,,3,3,0.4198,0.0167
ssrnat,boot,Mathlib.Order.Types.Arithmetic,Order,0.3316,0.0,0.3316,-1,,4,4,0.4172,0.0166
ssrnat,boot,Mathlib.Data.Nat.Bitwise,Data,0.3291,0.0,0.3291,-1,,5,5,0.4136,0.0165
ssrnat,boot,Mathlib.Data.PNat.Find,Data,0.3258,0.0,0.3258,-1,,6,7,0.3964,0.0
ssrnat,boot,Mathlib.Data.Nat.Set,Data,0.3267,0.0,0.3267,-1,,7,6,0.3938,0.0
ssrnat,boot,Mathlib.Data.Nat.Multiplicity,Data,0.3254,0.0,0.3254,-1,,8,8,0.392,0.0
